,year,id,journal,authors,title
3253,1995,A10,Mod.Phys.Lett.,Ramadevi & Govindarajan & Kaul,Representations of Composite Braids and Invariants for Mutant Knots and  Links in Chern-Simons Field Theories
3254,1995,D52,Phys.Rev.,Kirschner & Szymanowski,Effective Action for High-Energy Scattering in Gravity
3255,1995,D51,Phys.Rev.,Francia & Falomir & Loewe & Santangelo,Confined two-dimensional fermions at finite density
3256,1995,B451,Nucl.Phys.,Hamber & Williams,Discrete Gravity in One Dimension
3257,1995,A28,J.Phys.,Li & Hu,Solutions of n-simplex Equation from Solutions of Braid Group  Representation
3258,1995,A10,Int.J.Mod.Phys.,Maggiore,Off--shell formulation of N = 2 Super Yang--Mills theories coupled to  matter without auxiliary fields
3259,1995,B446,Nucl. Phys.,Aoyama & Harano,Complex-time path-integral formalism for quantum tunneling
3260,1995,B448,Nucl. Phys.,Belopolsky,Effective Tachyonic Potential in Closed String Field Theory
3261,1995,B359,Phys.Lett.,Bouwknegt & Ludwig & Schoutens,Spinon basis for higher level SU(2) WZW models
3262,1996,N1,Theor.Math.Phys.,Zabrodin,Quantum transfer matrices for discrete and continuous quasi-exactly  solvable problems
3263,1995,B450,Nucl. Phys.,Candelas & Ossa & Katz,Mirror Symmetry for Calabi-Yau Hypersurfaces in Weighted P_4 and  Extensions of Landau Ginzburg Theory
3264,1995,B348,Phys. Lett.,Ikehara,The Continuum Limit of the Schwinger-Dyson Equations of the One and Two  Matrix Model with Finite Loop Length
3265,1995,B445,Nucl. Phys.,Cronstrom & Noga,Multi-Hamiltonian Structure of Lotka-Volterra and Quantum Volterra  Models
3266,1996,A11,Int.J.Mod.Phys.,Braune & Berlin,Geometrical Properties of Conformal Field Theories Coupled to  Two-Dimensional Quantum Gravity
3267,1995,B347,Phys. Lett.,Gaillard,Pauli-Villars Regularization of Globally Supersymmetric Theories
3268,1995,A28,J.Phys.,Gannon & Jakovljevic & Walton,Lie group weight multiplicities from conformal field theory
3269,1995,B449,Nucl.Phys.,Ferreira & Miramontes & Guillen,"Solitons, Tau-functions and Hamiltonian Reduction for Non-Abelian  Conformal Affine Toda Theories"
3270,1995,B348,Phys. Lett.,Buchbinder & Krykhtin & Pershin,Massive fields dynamics in open bosonic string theory
3271,1995,A10,Mod. Phys. Lett.,Mohammedi,Fractional Supersymmetry
3272,1996,A11,Int.J.Mod.Phys.,Nirov,BRST formalism for systems with higher order derivatives of gauge  parameters
3273,1995,B447,Nucl. Phys.,Ichinose & Satoh,Entropies of Scalar Fields on Three Dimensional Black Holes
3274,1995,B347,Phys. Lett.,Lavelle & McMullan,Observables and Gauge Fixing in Spontaneously Broken Gauge Theories
3275,1995,D51,Phys.Rev.,Garrahan & Kruczenski & Schat & Bes & Scoccola,Becchi-Rouet-Stora-Tyutin quantization of a soliton model in 2+1  dimensions
3276,1995,A10,Int. J. Mod. Phys.,Hartwell & Howe,"(N,p,q) Harmonic Superspace"
3277,1995,A10,Mod.Phys.Lett.,Kanemura & Sato,"Phase Diagram of Gross-Neveu Model at Finite Temperature, Density and  Constant Curvature"
3278,1995,B7,Mod. Phys. Lett.,Graffi & Manfredi & Salasnich,Quantal Overlapping Resonance Criterion in the Pullen Edmonds Model
3279,1995,B452,Nucl.Phys.,Aref'eva & Viswanathan & Volovich,"Planckian Energy Scattering, Colliding Plane Gravitational Waves and  Black Hole Creation"
3280,1995,D51,Phys.Rev.,Giddings,Why Aren't Black Holes Infinitely Produced?
3281,1995,D51,Phys.Rev.,Fursaev,Temperature and Entropy of a Quantum Black Hole and Conformal Anomaly
3282,1995,B348,Phys.Lett.,Behrndt,The 10-D chiral null model and the relation to 4-D string solutions
3283,1995,B443,Nucl. Phys.,Sezgin & Tanii,Superconformal Sigma Models in Higher Than Two Dimensions
3284,1996,N2,Theor.Math.Phys.,Frolov & Slavnov & Sochichiu,SO(N) invariant Wess-Zumino action and its quantization
3285,1995,B348,Phys.Lett.,Randjbar-Daemi & Strathdee,On the overlap formulation of chiral gauge theory
3286,1995,B440,Nucl.Phys.,Niedermaier,An Algebraic Approach to Form Factors
3287,1995,D52,Phys.Rev.,Kempf & Mangano & Mann,Hilbert Space Representation of the Minimal Length Uncertainty Relation
3288,1995,A10,Mod. Phys. Lett.,Chatterjee,Exact Partition Function and Boundary State of Critical Ising Model with  Boundary Magnetic Field
3289,1995,B446,Nucl. Phys.,Gomis & Pons & Zamora,Wess-Zumino Terms for Reducible Anomalous Gauge Theories
3290,1995,D51,Phys.Rev.,Chung & Nam & Park & Shin,An Effective Action for Quasi-elastic Scatterings in QCD
3291,1995,B350,Phys.Lett.,Berkovits,Vanishing Theorems for the Self-Dual N=2 String
3292,1995,D51,Phys.Rev.,Dziarmaga,More on scattering of Chern-Simons vortices
3293,1995,D52,Phys.Rev.,Floreanini & Percacci,The renormalization group flow of the dilaton potential
3294,1995,D51,Phys.Rev.,Rossi & Tan,Simplicial Chiral Models
3295,1995,B442,Nucl.Phys.,Nemeschansky & Warner,The Refined Elliptic Genus and Coulomb Gas Formulations of $N=2$  Superconformal Coset Models
3296,1995,B346,Phys.Lett.,Bonini & D'Attanasio & Marchesini,BRS symmetry from renormalization group flow
3297,1996,A11,Int.J.Mod.Phys.,Lechtenfeld & Samuel,The Solution of the d-Dimensional Twisted Group Lattices
3298,1995,B352,Phys.Lett.,Landsteiner & Lerche & Sevrin,Topological Strings from WZW Models
3299,1995,B348,Phys. Lett.,Douglas & Li,Free Variables and the Two Matrix Model
3300,1995,B351,Phys. Lett.,Mogami,Temporal-gauge String Field with Open Strings
3301,1995,B448,Nucl. Phys.,Asano & Itoi & Kojima,Random Walk Construction of Spinor Fields on Three Dimensional Lattice
3302,1994,D50,Phys.Rev.,Park & Park,Operator Ordering Problem of the Nonrelativistic Chern-Simons Theory
3303,1996,A11,Int.J.Mod.Phys.,Viet & Wali,Noncommutative Geometry and a Discretized Version of Kaluza-Klein Theory  with a Finite Field Content
3304,1996,B470,Nucl.Phys.,Hansson & Leinaas & Viefers,Field theory of anyons in the lowest Landau level
3305,1995,B352,Phys. Lett.,Gates & Jr,Vector Multiplets and the Phases of N = 2 Theories in 2D Through the  Looking Glass
3306,1996,A11,Int.J.Mod.Phys.,Jinzenji & Sun,"Calculation of Gromov-Witten invariants for $ CP^{3},CP^{4}$,and  $Gr(2,4)$"
3307,1995,B348,Phys.Lett.,Slavnov,Generalized Pauli-Villars regularization for undoubled lattice fermions
3308,1995,B348,Phys. Lett.,Maharana,Four Dimensional String-String Solutions and Symmetries of String  Effective Action
3309,1995,E52,Phys. Rev. E52 1995) 4512-4515,Erratum-ibid.,"Dolan,  Chaotic Behaviour of Renormalisation Flow in a Complex Magnetic Field"
3310,1995,D51,Phys.Rev.,Campanelli & Lousto & Audretsch,Perturbative Metric of Charged Black Holes in Quadratic Gravity
3311,1995,D51,Phys.Rev.,Corichi & Pierri,Gravity and Geometric Phases
3312,1996,B461,Nucl.Phys.,Balachandran & Chandar & Momen,Edge states in Gravity and Black Hole Physics
3313,1995,D51,Phys.Rev.,Peleg & Steif,Phase Transition for Gravitationally Collapsing Dust Shells in 2+1  Dimensions
3314,1995,D52,Phys.Rev.,Costa & Matsas,Background Thermal Contributions in Testing the Unruh Effect
3315,1996,D53,Phys.Rev.,Lifschytz & Mathur & Ortiz,A Note on the Semi-Classical Approximation in Quantum Gravity
3316,1995,D51,Phys.Rev.,Martinez,Microcanonical functional integral and entropy for eternal black holes
3317,1995,D52,Phys.Rev.,Hayward,Entropy in the RST Model
3318,1995,D51,Phys.Rev.,Lee & Klomfass,One Spin Trace Formalism for $ B_K $
3319,1995,B348,Phys.Lett.,Narayanan & Neuberger,Two dimensional twisted chiral fermions on the lattice
3320,1995,B346,Phys.Lett.,Gibbons & Steif,Sphalerons and Conformally Compactified Minkowski Spacetime
3321,1995,B347,Phys.Lett.,Klein-Kreisler & Torres,Parity Symmetry Restoration in Qed3 at High Temperature and Finite  Density
3322,1995,B349,Phys.Lett.,Gusynin & Miransky & Shovkovy,Dimensional Reduction and Dynamical Chiral Symmetry Breaking by a  Magnetic Field in $3+1$ Dimensions
3323,1995,D51,Phys.Rev.,Holdom & Triantaphyllou,Critical Behavior of a Four-Fermion Schwinger-Dyson Equation
3324,1996,A11,Int.J.Mod.Phys.,Lopez & Nanopoulos,String no-scale supergravity
3325,1995,B348,Phys.Lett.,Ussyukina & Davydychev,Two-loop three-point diagrams with irreducible numerators
3326,1995,B455,Nucl.Phys.,Herrlich & Nierste,"Evanescent Operators, Scheme Dependences and Double Insertions"
3327,1995,B350,Phys.Lett.,Binetruy & Ramond,Yukawa Textures and Anomalies
3328,1995,D51,Phys.Rev.,Horva'th & Taka'cs,Free field representation for the O(3) nonlinear sigma model and  bootstrap fusion
3329,1996,A11,Mod.Phys.Lett.,Wegrzyn,Strings with interacting ends
3330,1996,A11,Mod.Phys.Lett.,Karkowski & Swierczynski & Wegrzyn,Nambu-Goto string action with Gauss-Bonnet term
3331,1995,D51,Phys.Rev.,Randjbar-Daemi & Strathdee,Gravitational Lorentz anomaly from the overlap formula in 2-dimensions
3332,1995,B455,Nucl.Phys.,Dotsenko & Picco & Pujol,Renormalisation group calculation of correlation functions for the 2D  random bond Ising and Potts models
3333,1995,A201,Phys. Lett.,Aratyn & Nissimov & Pacheva,"Darboux-Backlund Solutions of SL(p,q) KP-KdV Hierarchies, Constrained  Generalized Toda Lattices, and Two-Matrix String Model"
3334,1995,B442,Nucl.Phys.,Kiritsis & Kounnas,Infrared Regularization of Superstring Theory and the One-Loop  Calculation of Coupling Constants
3335,1995,D52,Phys.Rev.,Harvey & Moore & Strominger,Reducing $S$- duality to $T$- duality
3336,1996,A54,Phys.Rev.,Ahn & Lee & Nam,Nonrelativistic Factorizable Scattering Theory of Multicomponent  Calogero-Sutherland Model
3337,1995,B442,Nucl. Phys.,Kutasov & Schwimmer,Universality in Two Dimensional Gauge Theory.
3338,1995,B346,Phys.Lett.,Koubek,A method to determine the operator content of perturbed conformal field  theories
3339,1995,B435,Nucl.Phys.,Koubek,"The space of local operators in perturbed conformal field theories,"
3340,1995,B442,Nucl.Phys.,Duff,Strong/Weak Coupling Duality from the Dual String
3341,1995,D51,Phys.Rev.,Danilov\.,The calculation of Feynman diagrams in the superstring perturbation  theory.
3342,1995,A28,J.Phys.,Illuminati & Viola,Stochastic Variational Approach to Minimum Uncertainty States
3343,1995,B443,Nucl. Phys.,NAKATSU & TAKASAKI & TSUJIMARU,Quantum and Classical Aspects of Deformed $c=1$ Strings.
3344,1995,B449,Nucl. Phys.,O'Loughlin,On Consistent Boundary Conditions for c=1 String Theory
3345,1995,D51,Phys.Rev.,Torres,SEMILOCAL NONTOPOLOGICAL SOLITONS IN A CHERN-SIMONS THEORY.
3346,1995,D52,Phys.Rev.,Lee & Yi,SELF-DUAL ANYONS IN UNIFORM BACKGROUND FIELDS
3347,1995,D52,Phys.Rev.,Shin & Soh,Black Hole Formation by Sine-Gordon Solitons in Two-dimensional Dilaton  Gravity
3348,1995,A28,J.Phys.,Elizalde & Kirsten & Zerbini,Applications of the Mellin-Barnes integral representation
3349,1995,B445,Nucl.Phys.,Ambjorn & Watabiki,Scaling in quantum gravity
3350,1995,A10,Mod. Phys. Lett.,Pesando,The Gross-Neveu model on the light cone
3351,1995,A10,Mod.Phys.Lett.,~Shtykov & ~Vassilevich,The Casimir energy for two-dimensional deformed sphere
3352,1995,D51,Phys.Rev.,Singleton,Exact Schwarzschild-Like Solution for Yang-Mills Theories
3353,1995,D52,Phys.Rev.,Banks & Berkooz & Steinhardt,"The Cosmological Moduli Problem, Supersymmetry Breaking and Stability in  Postinflationary Cosmology"
3354,1995,B444,Nucl. Phys.,Aida & Kitazawa & Nishimura & Tsuchiya,Two-loop Renormalization in Quantum Gravity near Two Dimensions
3355,1995,A10,Int.J.Mod.Phys.,Maggiore,Algebraic renormalization of N=2 Super Yang-Mills theories coupled to  matter
3356,1995,B453,Nucl.Phys.,Smirnov,Counting the local fields in SG theory.
3357,1995,B444,Nucl. Phys.,Devchand & Ogievetsky,SELF-DUAL SUPERGRAVITIES
3358,1995,D51,Phys.Rev.,Brustein & Gasperini & Giovannini & Mukhanov & Veneziano,Metric Perturbations in Dilaton-Driven Inflation
3359,1995,B347,Phys. Lett.,Elizalde & Odintsov,DILATONIC GRAVITY NEAR TWO DIMENSIONS AND ASYMPTOTIC FREEDOM OF THE  GRAVITATIONAL COUPLING CONSTANT
3360,1995,B350,Phys.Lett.,Townsend,The eleven-dimensional supermembrane revisited
3361,1995,B444,Nucl.Phys.,Papadopoulos & Townsend,Solitons in supersymmetric sigma-models with torsion
3362,1995,A10,Mod. Phys. Lett.,Kehagias & Papantonopoulos,Discontinuities and collision of gravitational waves in string theory
3363,1995,B349,Phys. Lett.,Blumenhagen & Wisskirchen,Generalized String Functions of N=1 Space-Time Supersymmetric String  Vacua
3364,1995,D52,Phys.Rev.,Arodz,Thick domain walls in a polynomial approximation
3365,1995,B349,Phys. Lett.,Underwood & Spence,Restricted Quantum Theory of Affine Toda Solitons
3366,1995,B349,Phys.Lett.,MacKay,Lattice quantization of Yangian charges
3367,1995,A10,Int. J. Mod. Phys.,Henderson & Rajeev,Solitons in a Bilocal Field Theory
3368,1995,A10,Mod.Phys.Lett.,Braga & Wotzasek,COUPLING CHIRAL BOSONS TO GRAVITY
3369,1995,D52,Phys.Rev.,Muzinich & Vokos,Long Range Forces in Quantum Gravity
3370,1995,B441,Nucl.Phys.,Bernard\.,On The Random Vector Potential Model In Two Dimensions.
3371,1995,D51,Phys.Rev.,Das,Geometric Entropy of Nonrelativistic Fermions and Two Dimensional  Strings
3372,1995,D51,Phys.Rev.,Kirsten & Toms,Bose-Einstein condensation for interacting scalar fields in curved  spacetime
3373,1995,D52,Phys.Rev.,Ortin,TIME-SYMMETRIC INITIAL DATA SETS IN 4--D DILATON GRAVITY
3374,1995,A10,Mod.Phys.Lett.,Brunelli & Das\.,Properties of an Alternate Lax Description of the KdV Hierarchy
3375,1996,C72,Z.Phys.,Singleton,Exact Schwarzschild-Like Solution for SU(N) Gauge Theory
3376,1995,B445,Nucl.Phys.,Bowcock & Corrigan & Dorey & Rietdijk,Classically integrable boundary conditions for affine Toda field  theories
3377,1996,A11,Int.J.Mod.Phys.,Crescimanno & Schnitzer,Universal Aspects of Two-Dimensional Yang-Mills Theory at Large N
3378,1995,A10,Mod.Phys.Lett.,Ahn & Krivonos & Sorin,The Full Structure of Quantum $N=2$ Super-$W_3^{(2)}$ Algebra
3379,1995,D51,Phys.Rev.,Larsen & Sanchez,New Classes of Exact Multi-String Solutions in Curved Spacetimes
3380,1996,A11,Int.J.Mod.Phys.,Larsen & Sanchez,The Effect of Spatial Curvature on the Classical and Quantum Strings
3381,1995,B441,Nucl. Phys.,Provero & Vinti,The 2D effective field theory of interfaces derived from 3D field theory
3382,1995,B358,Phys. Lett.,Penati & Zanon,Quantum integrability in two-dimensional systems with boundary
3383,1995,C68,Z.Phys.,McCartor & Robertson,The Mandelstam-Leibbrandt Prescription in Light-Cone Quantized Gauge  Theories
3384,1995,B442,Nucl.Phys.,Distler & Kachru,"Duality of (0,2) String Vacua"
3385,1995,B446,Nucl.Phys.,Bandos & Pasti & Sorokin & Tonin & Volkov,SUPERSTRINGS AND SUPERMEMBRANES IN THE DOUBLY SUPERSYMMETRIC GEOMETRICAL  APPROACH
3386,1995,B444,Nucl.Phys.,Plefka,Iterative Solution of the Supereigenvalue Model
3387,1995,B348,Phys. Lett.,Modanese,General Estimate for the Graviton Lifetime
3388,1996,D53,Phys.Rev.,Liao,On the Connection Between Momentum Cutoff and Operator Cutoff  Regularizations
3389,1995,D52,Phys.Rev.,Fursaev & Solodukhin,On the Description of the Riemannian Geometry in the Presence of Conical  Defects
3390,1995,A10,Mod.Phys.Lett.,Antonov & Belov & Feigin,GEOMETRICAL DESCRIPTION OF THE LOCAL INTEGRALS OF MOTION OF  MAXWELL-BLOCH EQUATION
3391,1995,B353,Phys.Lett.,Ghoshal & Panda,Antibracket as the Hamiltonian Structure of a classical integrable  system
3392,1995,B349,Phys. Lett.,Kachru,"Some Three Generation (0,2) Calabi-Yau Models"
3393,1995,B110,Nuovo Cim.,ABE,Does gravitational wave propagate in the five dimensional space-time  with Kaluza-Klein monopole?
3394,1995,B449,Nucl.Phys.,Gandenberger,Exact S-Matrices for Bound States of $a_2^{(1)}$ Affine Toda Solitons
3395,1995,D52,Phys.Rev.,Liao & Strickland,Renormalization Group Approach to Field Theory at Finite Temperature
3396,1995,A28,J.Phys.,Kojima & Miki & Quano,Annihilation poles of a Smirnov-type integral formula for solutions to  quantum Knizhnik--Zamolodchikov equation
3397,1996,C72,Z.Phys.,Kiyanov-Charsky,Path integral approach to bosonization of D=2 field theories
3398,1995,D52,Phys.Rev.,Gates & Ketov,No N=4 Strings on Wolf Spaces
3399,1995,A10,Mod.Phys.Lett.,Frolov,Gauge-invariant Hamiltonian formulation of lattice Yang-Mills theory and  the Heisenberg double
3400,1996,R763,Phys. Rev.,Chamon & Mudry & Wen,Negative dimensional operators in the disordered critical points of  Dirac fermions
3401,1995,A10,Mod. Phys. Lett.,Smirnov & Turbiner,Lie-algebraic discretization of differential equations
3402,1995,B442,Nucl.Phys.,TANIMOTO,The role of Killing-Yano tensors in supersymmetric mechanics on a curved  manifold
3403,1996,D53,Phys.Rev.,Peldan,Large Diffeomorphisms in (2+1)-Quantum Gravity on the Torus
3404,1996,D53,Phys.Rev.,Kogut & Wang,On the Interplay of Monopoles and Chiral Symmetry Breaking in  Non-Compact Lattice QED
3405,1995,B443,Nucl.Phys.,Randjbar-Daemi & Strathdee,Chiral Fermions on the Lattice
3406,1995,B353,Phys.Lett.,Golterman & Shamir,The relation between the waveguide and overlap implementations of  Kaplan's domain wall fermions
3407,1995,B443,Nucl.Phys.,Korchemsky,"Bethe Ansatz for QCD Pomeron,"
3408,1995,D52,Phys.Rev.,Luty & March-Russell & Murayama,New Symmetries of Supersymmetric Effective Lagrangians
3409,1996,D5,Int.J.Mod.Phys.,Macorra,"Vanishing of the Cosmological Constant, Stability of the Dilaton and  Inflation"
3410,1996,A11,Mod.Phys.Lett.,Lopez & Nanopoulos,A new cosmological constant model
3411,1995,D52,Phys.Rev.,Gusynin & Miransky & Shovkovy,Dynamical Chiral Symmetry Breaking by a Magnetic Field in QED
3412,1995,D51,Phys.Rev.,Kostelecky & Potting,"CPT, Strings, and Meson Factories"
3413,1995,B456,Nucl.Phys.,Chaudhuri & Chung & Hockney & Lykken,String Consistency for Unified Model Building
3414,1995,B344,Phys.Lett.,Colladay & Kostelecky,Tests of Direct and Indirect CPT Violation at a B Factory
3415,1995,A10,Mod. Phys. Lett.,Bloch & Pennington\.,Numerical cancellation of photon quadratic divergence in the study of  the Schwinger-Dyson equations in Strong Coupling QED.
3416,1996,A11,Mod.Phys.Lett.,Kobayashi & Sato,Quantum Deformation of igl(n) Algebra on Quantum Space
3417,1995,B9,Mod. Phys. Lett.,Martino & Siena & Illuminati,Dymanics of Generalized Coherent States
3418,1995,B352,Phys. Lett.,Alfinito & Leo & Leo & Palese & Soliani,Integrable nonlinear field equations and loop algebra structures
3419,1996,A11,Mod.Phys.Lett.,Maharana,SYMMETRIES OF THE DIMENSIONALLY REDUCED STRING EFFECTIVE ACTION
3420,1999,A14,Int.J.Mod.Phys.,Anishetty & Basu & Dass & Sharatchandra,Infrared Behaviour of Systems With Goldstone Bosons
3421,1995,B449,Nucl.Phys.,Batakis & Kehagias,Anisotropic space-times in homogeneous string cosmology
3422,1995,B351,Phys.Lett.,Gunaydin & Nicolai,Seven Dimensional Octonionic Yang-Mills Instanton and its Extension to  an Heterotic String Soliton
3423,1997,A12,Int.J.Mod.Phys.,Alexandrov & Kontsevich & Schwarz & Zaboronsky,The Geometry of the Master Equation and Topological Quantum Field Theory
3424,1995,A28,J.Phys.,Skorik & Saleur,Boundary bound states and boundary bootstrap in the sine-Gordon model  with Dirichlet boundary conditions.
